housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_household,population_per_household,bedrooms_per_room
34.0,607.0,3.0972,82800.0,INLAND,6.452914798206278,2.7219730941704037,0.17581653926337734
46.0,180.0,1.0658,93800.0,NEAR OCEAN,3.076923076923077,2.769230769230769,0.385
11.0,1934.0,3.7041,174800.0,INLAND,7.260932944606414,2.8192419825072887,0.1634209997992371
19.0,4101.0,2.1006,74800.0,INLAND,4.938718662952646,2.855849582172702,0.21390298928369994
21.0,1387.0,3.8292,177000.0,<1H OCEAN,5.763527054108216,2.779559118236473,0.18741307371349095
22.0,527.0,4.375,213500.0,INLAND,6.378048780487805,3.2134146341463414,0.1864244741873805
12.0,1897.0,3.3173,247400.0,<1H OCEAN,4.00462962962963,1.7564814814814815,0.2753757225433526
33.0,1695.0,3.9727,307200.0,<1H OCEAN,4.531972789115646,2.306122448979592,0.2332632842990093
4.0,3096.0,4.5246,198900.0,INLAND,6.940845070422535,2.907042253521127,0.15625
46.0,896.0,4.45,348300.0,<1H OCEAN,5.320359281437126,2.682634730538922,0.20371412492965674
24.0,3003.0,3.6771,172200.0,<1H OCEAN,4.538461538461538,2.9615384615384617,0.2457627118644068
35.0,833.0,5.3738,365100.0,<1H OCEAN,6.444776119402985,2.4865671641791045,0.15886984715145902
35.0,825.0,3.5,215600.0,<1H OCEAN,4.806179775280899,2.317415730337079,0.19579193454120397
52.0,630.0,5.5596,500001.0,<1H OCEAN,6.380952380952381,2.5,0.17972636815920398
19.0,1216.0,4.4491,133900.0,INLAND,6.369668246445498,2.881516587677725,0.17447916666666666
35.0,3814.0,1.6647,69100.0,INLAND,4.290106951871658,2.549465240641711,0.24072919912745402
14.0,1338.0,3.628,188500.0,<1H OCEAN,4.477894736842106,2.816842105263158,0.2524682651622003
31.0,3288.0,1.9309,137500.0,<1H OCEAN,3.8973029045643153,3.4107883817427385,0.29331913760979506
18.0,2009.0,2.6576,65700.0,INLAND,5.304545454545455,3.043939393939394,0.2059411596686661
31.0,752.0,3.4286,129400.0,<1H OCEAN,5.658008658008658,3.2554112554112553,0.19688854883958173
37.0,974.0,3.2016,97000.0,INLAND,5.899736147757256,2.569920844327177,0.16636851520572452
30.0,1240.0,4.0114,169800.0,NEAR OCEAN,4.878464818763327,2.6439232409381663,0.1958041958041958
36.0,299.0,4.0313,195500.0,NEAR BAY,6.330275229357798,2.743119266055046,0.15217391304347827
35.0,1562.0,7.313,463700.0,NEAR BAY,7.061482820976492,2.824593128390597,0.1446862996158771
35.0,1019.0,4.8929,234900.0,<1H OCEAN,5.6382352941176475,2.9970588235294118,0.16379760041731872
30.0,631.0,3.375,118500.0,INLAND,5.800865800865801,2.7316017316017316,0.18208955223880596
37.0,2164.0,4.1071,311300.0,<1H OCEAN,6.272842639593908,2.746192893401015,0.17216265425854743
29.0,1968.0,2.6082,162500.0,<1H OCEAN,3.4941176470588236,2.8941176470588235,0.2946127946127946
16.0,880.0,3.2857,160200.0,<1H OCEAN,5.146788990825688,2.691131498470948,0.20261437908496732
41.0,1171.0,1.6875,66100.0,INLAND,5.570063694267516,3.729299363057325,0.1955403087478559
20.0,2695.0,6.6227,264800.0,<1H OCEAN,6.282147315855181,3.3645443196004994,0.16057233704292528
29.0,764.0,4.825,195100.0,NEAR BAY,6.577464788732394,2.6901408450704225,0.15578158458244112
21.0,3193.0,4.5395,256000.0,<1H OCEAN,5.866253321523472,2.828166519043401,0.1817907292767628
6.0,992.0,2.3889,53200.0,INLAND,6.316614420062696,3.109717868338558,0.20496277915632755
15.0,197.0,4.1316,200000.0,INLAND,28.236842105263158,2.5921052631578947,0.16821994408201305
36.0,1105.0,4.8036,261300.0,<1H OCEAN,5.644628099173554,3.044077134986226,0.16300634455832114
52.0,2273.0,3.9048,164700.0,NEAR BAY,4.998540145985402,3.318248175182482,0.20151869158878505
14.0,3097.0,6.617,285200.0,NEAR OCEAN,7.108481262327416,3.054240631163708,0.14039955604883464
22.0,773.0,3.3269,102700.0,INLAND,7.677083333333333,2.6840277777777777,0.2157394843962008
20.0,1085.0,3.7315,159300.0,INLAND,7.368303571428571,2.421875,0.2359890942138746
52.0,898.0,2.7727,128600.0,<1H OCEAN,4.867158671586716,3.3136531365313653,0.22365428354814254
11.0,2728.0,4.15,85700.0,INLAND,5.500932835820896,2.544776119402985,0.1929794810920807
22.0,1702.0,3.5268,174700.0,<1H OCEAN,4.493197278911564,2.8945578231292517,0.24224072672218017
25.0,3445.0,6.0132,287900.0,<1H OCEAN,6.675814751286449,2.9545454545454546,0.14709660842754368
18.0,4028.0,2.9386,116400.0,INLAND,4.895196506550218,3.517903930131004,0.23247100802854595
35.0,976.0,3.8393,243500.0,NEAR BAY,5.5688775510204085,2.489795918367347,0.17544663307375172
31.0,1193.0,1.4923,44400.0,INLAND,4.592841163310962,2.668903803131991,0.2264978080857282
43.0,1409.0,1.7574,51700.0,INLAND,4.410958904109589,3.8602739726027395,0.25590062111801243
29.0,612.0,7.8239,500001.0,<1H OCEAN,6.666666666666667,2.372093023255814,0.1563953488372093
22.0,903.0,2.125,123200.0,INLAND,6.856687898089172,2.875796178343949,0.21411983279145377
4.0,1753.0,6.9544,314000.0,<1H OCEAN,9.289879931389365,3.006861063464837,0.15140324963072377
19.0,998.0,4.6827,255100.0,<1H OCEAN,5.103286384976526,2.3427230046948355,0.20883164673413063
26.0,2357.0,8.5421,500001.0,NEAR OCEAN,6.3354430379746836,2.9835443037974683,0.15504495504495505
39.0,381.0,1.6,112500.0,NEAR BAY,3.747967479674797,3.097560975609756,0.279826464208243
36.0,853.0,4.1141,173100.0,NEAR BAY,6.955719557195572,3.1476014760147604,0.16286472148541115
42.0,1593.0,2.3438,213300.0,<1H OCEAN,2.886977886977887,3.914004914004914,0.36425531914893616
18.0,1895.0,3.2759,195000.0,NEAR BAY,5.340673575129534,2.454663212435233,0.2119815668202765
52.0,692.0,1.4048,200000.0,NEAR OCEAN,3.05078125,1.3515625,0.39436619718309857
32.0,802.0,2.9048,98200.0,INLAND,5.809859154929577,2.823943661971831,0.1896969696969697
13.0,1600.0,3.3003,207800.0,NEAR OCEAN,3.70873786407767,1.941747572815534,0.28174083769633507
33.0,3707.0,1.7238,110000.0,<1H OCEAN,1.9268774703557312,3.6630434782608696,0.536923076923077
17.0,1454.0,3.7976,275000.0,<1H OCEAN,4.703571428571428,2.5964285714285715,0.2433561123766135
17.0,1764.0,2.8519,80700.0,INLAND,5.047808764940239,3.5139442231075697,0.20402525651144435
22.0,2759.0,4.25,170300.0,<1H OCEAN,4.493387589013225,2.8067141403865716,0.238623500113199
17.0,1662.0,5.8792,255500.0,<1H OCEAN,5.51031894934334,3.1181988742964353,0.18998978549540346
36.0,573.0,2.2321,37500.0,INLAND,5.865671641791045,4.276119402985074,0.24681933842239187
46.0,768.0,4.2727,246900.0,NEAR BAY,5.837349397590361,2.3132530120481927,0.17595459236326108
16.0,1482.0,4.9024,182900.0,<1H OCEAN,5.813267813267813,3.6412776412776413,0.16568047337278108
42.0,615.0,5.4381,186900.0,<1H OCEAN,6.451923076923077,2.956730769230769,0.1810730253353204
32.0,1989.0,3.5625,255200.0,<1H OCEAN,5.016372795969773,2.505037783375315,0.21993472257092644
32.0,1143.0,2.8981,353600.0,<1H OCEAN,4.002232142857143,2.5513392857142856,0.26547685443390967
39.0,1386.0,1.5227,46900.0,INLAND,4.205882352941177,4.529411764705882,0.257964257964258
22.0,1657.0,4.8021,457500.0,NEAR BAY,4.94750656167979,2.174540682414698,0.19283819628647214
16.0,604.0,5.2326,188300.0,NEAR OCEAN,5.045180722891566,1.819277108433735,0.21134328358208956
18.0,98.0,1.5417,57500.0,INLAND,7.666666666666667,1.8148148148148149,0.20772946859903382
4.0,1050.0,4.8036,340000.0,NEAR BAY,3.9246575342465753,1.797945205479452,0.23589296102385107
33.0,1007.0,2.8281,103600.0,INLAND,4.204761904761905,4.795238095238095,0.23895809739524349
29.0,1421.0,1.9091,71300.0,INLAND,5.353982300884955,4.191740412979351,0.2071625344352617
18.0,1248.0,6.187,287900.0,<1H OCEAN,6.62621359223301,3.029126213592233,0.152014652014652
17.0,963.0,3.9375,148700.0,INLAND,5.203647416413374,2.927051671732523,0.17932242990654207
20.0,1819.0,2.9286,257700.0,NEAR OCEAN,4.507142857142857,3.2482142857142855,0.27020602218700474
29.0,1296.0,1.9423,69700.0,INLAND,4.689458689458689,3.6923076923076925,0.23754556500607532
27.0,467.0,3.7188,250000.0,<1H OCEAN,5.048611111111111,3.2430555555555554,0.18707015130674004
32.0,976.0,5.212,201200.0,<1H OCEAN,5.589189189189189,2.637837837837838,0.172147001934236
52.0,327.0,2.8542,125000.0,INLAND,4.497237569060774,1.8066298342541436,0.26535626535626533
47.0,558.0,4.2708,207100.0,NEAR BAY,6.554216867469879,3.36144578313253,0.17463235294117646
16.0,787.0,4.1597,95900.0,INLAND,5.214592274678112,3.3776824034334765,0.18353909465020576
27.0,850.0,5.1046,209800.0,NEAR BAY,6.094285714285714,2.4285714285714284,0.16268166901078293
34.0,759.0,5.6047,205100.0,<1H OCEAN,5.369565217391305,4.125,0.17510121457489877
18.0,1149.0,2.6452,154200.0,NEAR OCEAN,5.108433734939759,1.9776247848537005,0.2210242587601078
52.0,1751.0,2.1116,122500.0,<1H OCEAN,4.419249592169657,2.856443719412724,0.2369878183831672
23.0,2181.0,4.0403,303400.0,<1H OCEAN,4.792408066429418,2.587188612099644,0.20866336633663365
33.0,998.0,7.5349,349100.0,NEAR BAY,7.002890173410405,2.884393063583815,0.13289310771770532
26.0,542.0,8.401,351200.0,NEAR BAY,7.530805687203792,2.5687203791469195,0.14033983637507866
41.0,905.0,2.75,238300.0,NEAR OCEAN,4.017441860465116,2.630813953488372,0.26121562952243127
52.0,1444.0,3.9,275700.0,NEAR BAY,4.848189415041783,2.011142061281337,0.21574260270037346
45.0,1180.0,4.6406,169200.0,<1H OCEAN,5.270029673590504,3.5014836795252227,0.19876126126126126
43.0,984.0,4.5116,337800.0,NEAR OCEAN,4.711590296495957,2.652291105121294,0.20938215102974828
43.0,273.0,3.3125,150000.0,NEAR BAY,4.166666666666667,2.275,0.22
19.0,1621.0,4.0806,189200.0,<1H OCEAN,5.9423076923076925,3.1173076923076923,0.1786407766990291
20.0,457.0,2.4167,67000.0,INLAND,4.808917197452229,2.910828025477707,0.1947019867549669
32.0,1230.0,4.6424,312700.0,NEAR BAY,5.834829443447037,2.208258527827648,0.16923076923076924
6.0,506.0,4.8264,146800.0,<1H OCEAN,5.489285714285714,1.8071428571428572,0.2257644762524398
32.0,866.0,5.062,158900.0,<1H OCEAN,7.106761565836299,3.0818505338078293,0.1587381071607411
25.0,1558.0,5.0839,156700.0,INLAND,6.03921568627451,3.0549019607843135,0.19058441558441558
8.0,867.0,4.6821,138500.0,INLAND,5.393305439330544,3.6276150627615062,0.18231186966640806
38.0,1047.0,2.2865,65500.0,INLAND,4.784386617100372,3.892193308550186,0.22066822066822067
14.0,1835.0,3.35,171000.0,NEAR OCEAN,4.434343434343434,2.316919191919192,0.22978359908883828
28.0,2997.0,3.7961,162700.0,<1H OCEAN,4.705357142857143,3.3448660714285716,0.22485768500948766
25.0,588.0,3.1187,169400.0,<1H OCEAN,5.905292479108635,1.6378830083565459,0.17971698113207546
38.0,63.0,1.3594,158300.0,<1H OCEAN,4.310344827586207,2.1724137931034484,0.336
27.0,744.0,2.1094,72400.0,INLAND,6.958860759493671,2.3544303797468356,0.2396543883583447
27.0,1071.0,6.5587,239000.0,INLAND,6.227642276422764,2.902439024390244,0.14795474325500435
18.0,215.0,5.5,193800.0,INLAND,6.7439024390243905,2.6219512195121952,0.18083182640144665
36.0,867.0,3.6467,346700.0,<1H OCEAN,4.409090909090909,2.4630681818181817,0.25
3.0,3804.0,3.3871,111800.0,INLAND,5.4960686204431735,2.719085060757684,0.20093640265314086
33.0,1583.0,1.4727,53000.0,INLAND,5.0773809523809526,3.140873015873016,0.21062915201250487
40.0,1015.0,1.4598,52600.0,INLAND,4.62953995157385,2.457627118644068,0.22960251046025104
25.0,928.0,4.4474,203700.0,NEAR BAY,6.342776203966006,2.6288951841359776,0.16123269316659222
43.0,266.0,5.6428,343100.0,<1H OCEAN,4.980582524271845,2.5825242718446604,0.19103313840155944
40.0,1077.0,6.1527,500001.0,<1H OCEAN,5.472014925373134,2.0093283582089554,0.19263552676440504
16.0,81.0,1.2639,51300.0,INLAND,7.424242424242424,2.4545454545454546,0.23265306122448978
31.0,1154.0,1.8857,55500.0,INLAND,4.655172413793103,3.3160919540229883,0.22592592592592592
40.0,725.0,2.1898,65500.0,INLAND,5.9154078549848945,2.190332326283988,0.19713993871297242
35.0,488.0,3.025,140600.0,<1H OCEAN,4.446511627906977,2.269767441860465,0.22280334728033474
35.0,610.0,3.3182,133300.0,<1H OCEAN,3.9047619047619047,4.149659863945578,0.20209059233449478
36.0,703.0,3.8864,197300.0,NEAR BAY,5.438405797101449,2.5471014492753623,0.19120586275816123
44.0,1348.0,1.9125,97200.0,<1H OCEAN,4.969230769230769,2.9626373626373628,0.24546660769570985
17.0,2166.0,6.979,330700.0,<1H OCEAN,6.7057057057057055,3.2522522522522523,0.14330497089117777
14.0,721.0,2.35,95700.0,INLAND,5.3418803418803416,3.0811965811965814,0.2176
11.0,422.0,4.6364,156300.0,NEAR OCEAN,3.9457013574660635,1.909502262443439,0.23279816513761467
52.0,1054.0,2.0172,112500.0,NEAR OCEAN,2.540983606557377,3.455737704918033,0.3935483870967742
17.0,1100.0,4.0577,107300.0,INLAND,5.87041564792176,2.6894865525672373,0.17034568929612662
38.0,873.0,2.4896,81000.0,NEAR OCEAN,5.333333333333333,3.0,0.18685567010309279
28.0,811.0,2.4559,75600.0,<1H OCEAN,4.681528662420382,2.582802547770701,0.22857142857142856
7.0,1921.0,4.1128,209700.0,<1H OCEAN,5.420091324200913,2.923896499238965,0.20275203594495927
3.0,422.0,2.4191,217500.0,INLAND,6.274193548387097,2.2688172043010755,0.2622107969151671
52.0,1515.0,5.0156,500001.0,NEAR BAY,5.752532561505065,2.1924746743849495,0.180125786163522
13.0,2038.0,3.1378,137000.0,<1H OCEAN,4.135957066189624,3.6457960644007157,0.2560553633217993
36.0,938.0,5.749,238000.0,<1H OCEAN,5.822368421052632,3.085526315789474,0.1672316384180791
37.0,807.0,7.0516,500001.0,<1H OCEAN,5.375609756097561,1.9682926829268292,0.19419237749546278
52.0,493.0,9.042,500001.0,<1H OCEAN,7.962085308056872,2.3364928909952605,0.14166666666666666
24.0,2663.0,4.5814,233300.0,<1H OCEAN,5.796812749003984,3.5365205843293492,0.18419243986254297
9.0,2717.0,3.6455,139200.0,INLAND,5.328859060402684,2.604985618408437,0.1977329974811083
23.0,1454.0,3.5056,203100.0,<1H OCEAN,3.720532319391635,2.76425855513308,0.2641798671435871
16.0,878.0,7.0879,338800.0,<1H OCEAN,6.96969696969697,2.9562289562289563,0.12705314009661836
52.0,555.0,7.2758,345200.0,NEAR OCEAN,6.028708133971292,2.6555023923444976,0.16031746031746033
40.0,1156.0,3.3333,374300.0,<1H OCEAN,4.668498168498169,2.1172161172161172,0.2318556296586897
15.0,366.0,4.3636,148400.0,<1H OCEAN,3.7943548387096775,1.4758064516129032,0.2826780021253985
35.0,777.0,3.3713,238400.0,NEAR OCEAN,4.780748663101604,2.0775401069518717,0.21140939597315436
31.0,2962.0,2.8903,324200.0,NEAR BAY,4.477459016393443,2.023224043715847,0.2396643783371472
46.0,1088.0,2.2532,109400.0,INLAND,5.085011185682327,2.4340044742729305,0.21777386713594368
47.0,564.0,3.2059,350000.0,NEAR OCEAN,4.558139534883721,2.186046511627907,0.24319727891156462
48.0,881.0,6.3364,307400.0,<1H OCEAN,6.467576791808874,3.006825938566553,0.15514511873350922
45.0,384.0,4.9489,247100.0,NEAR BAY,6.102739726027397,2.6301369863013697,0.18668163112607558
32.0,1731.0,2.2017,208300.0,NEAR OCEAN,3.797860962566845,1.851336898395722,0.29203041396789636
52.0,316.0,3.0865,225000.0,NEAR BAY,2.9285714285714284,1.880952380952381,0.28252032520325204
30.0,4336.0,2.07,154500.0,<1H OCEAN,3.1324161650902838,3.7282889079965607,0.328575349986275
11.0,630.0,2.0337,146700.0,<1H OCEAN,4.210280373831775,1.47196261682243,0.244173140954495
32.0,3646.0,2.3846,258300.0,<1H OCEAN,2.801556420233463,3.546692607003891,0.36909722222222224
18.0,1843.0,5.7559,215800.0,<1H OCEAN,6.07223113964687,2.958266452648475,0.17287866772402855
23.0,1533.0,5.276,224500.0,NEAR OCEAN,6.845559845559846,2.9594594594594597,0.1559503666102651
13.0,3033.0,3.0577,119000.0,INLAND,6.056085918854415,3.619331742243437,0.19270935960591132
24.0,1015.0,4.9766,267100.0,<1H OCEAN,5.841558441558441,2.6363636363636362,0.16851934192974655
26.0,513.0,2.225,52000.0,INLAND,5.742718446601942,2.4902912621359223,0.23330515638207946
20.0,1769.0,5.9214,224000.0,<1H OCEAN,6.91684434968017,3.771855010660981,0.16029593094944514
24.0,546.0,1.186,67000.0,INLAND,3.3642611683848798,1.8762886597938144,0.2931562819203269
34.0,1131.0,4.9643,317900.0,<1H OCEAN,5.059183673469388,2.3081632653061224,0.1980637353771682
33.0,1000.0,1.0467,70100.0,INLAND,3.8062200956937797,2.3923444976076556,0.2928975487115022
52.0,712.0,3.1711,200800.0,<1H OCEAN,5.058309037900875,2.075801749271137,0.2
12.0,1464.0,6.5413,332000.0,<1H OCEAN,7.489655172413793,3.3655172413793104,0.12922038060159607
32.0,911.0,1.7885,57000.0,INLAND,5.073972602739726,2.495890410958904,0.20140388768898487
25.0,862.0,6.1834,229800.0,<1H OCEAN,6.2611940298507465,3.216417910447761,0.1501787842669845
17.0,1742.0,3.1201,176100.0,NEAR OCEAN,6.478206724782067,2.1693648816936486,0.19934640522875818
17.0,1278.0,2.8875,155700.0,<1H OCEAN,5.676537585421412,2.9111617312072893,0.19823434991974317
30.0,677.0,2.6563,63600.0,INLAND,5.223175965665236,2.9055793991416308,0.19556285949055052
28.0,1500.0,4.9429,254800.0,<1H OCEAN,5.839679358717435,3.006012024048096,0.1678105696636925
27.0,2314.0,3.4868,165600.0,NEAR BAY,3.139963167587477,2.130755064456722,0.33900293255131964
33.0,1057.0,2.2042,231300.0,NEAR OCEAN,3.492063492063492,1.8641975308641976,0.3101010101010101
46.0,766.0,3.5313,159700.0,NEAR BAY,4.737024221453288,2.6505190311418687,0.20745069393718044
36.0,679.0,3.8705,191900.0,<1H OCEAN,5.562770562770563,2.9393939393939394,0.177431906614786
19.0,730.0,3.6422,209400.0,<1H OCEAN,4.344202898550725,2.6449275362318843,0.20934111759799834
10.0,1686.0,3.8235,94600.0,INLAND,5.34593837535014,2.361344537815126,0.1883678281372806
20.0,1766.0,4.0921,135000.0,NEAR OCEAN,5.577608142493639,4.493638676844784,0.1852189781021898
47.0,632.0,4.0625,295200.0,<1H OCEAN,5.122302158273381,2.273381294964029,0.21067415730337077
26.0,1232.0,5.9617,231100.0,INLAND,6.635696821515892,3.0122249388753057,0.14369933677229182
44.0,384.0,2.1094,73800.0,NEAR OCEAN,6.129310344827586,3.310344827586207,0.19690576652601968
23.0,677.0,2.5486,161100.0,INLAND,5.604081632653061,2.763265306122449,0.19227967953386743
49.0,1431.0,4.275,227600.0,<1H OCEAN,6.072356215213358,2.654916512059369,0.1769019248395967
17.0,1529.0,2.1773,143200.0,NEAR OCEAN,4.04,3.058,0.26435643564356437
26.0,943.0,4.825,181000.0,<1H OCEAN,5.257009345794392,4.406542056074766,0.18666666666666668
35.0,535.0,4.9219,182000.0,INLAND,6.930232558139535,3.11046511627907,0.1686241610738255
52.0,1232.0,4.2813,284900.0,NEAR BAY,5.4106280193236715,1.9838969404186795,0.19285714285714287
52.0,1089.0,2.2344,200000.0,NEAR OCEAN,4.337539432176656,3.4353312302839116,0.33236363636363636
9.0,3198.0,3.5,194800.0,<1H OCEAN,5.050153531218014,3.2732855680655066,0.22537494933117147
29.0,474.0,6.1001,298900.0,<1H OCEAN,7.023529411764706,2.788235294117647,0.1474036850921273
15.0,2317.0,2.9542,127900.0,INLAND,6.074581430745814,3.5266362252663623,0.18817339012778753
17.0,1947.0,2.5795,68400.0,NEAR OCEAN,5.349304482225657,3.009273570324575,0.20861022825772899
35.0,261.0,2.4583,75000.0,INLAND,4.04,2.61,0.2376237623762376
23.0,1277.0,4.8092,217400.0,<1H OCEAN,5.645061728395062,3.941358024691358,0.18917441224712958
33.0,1484.0,4.3527,167000.0,<1H OCEAN,5.29874213836478,4.666666666666667,0.19762611275964392
10.0,1332.0,4.6161,226300.0,<1H OCEAN,4.281733746130031,2.0619195046439627,0.2646420824295011
13.0,1607.0,4.475,102400.0,INLAND,5.970893970893971,3.3409563409563408,0.16608635097493035
36.0,1033.0,6.6321,481500.0,<1H OCEAN,5.7346437346437344,2.538083538083538,0.1842330762639246
36.0,573.0,4.35,185000.0,NEAR BAY,5.96234309623431,2.397489539748954,0.17192982456140352
20.0,1941.0,6.0362,463500.0,NEAR OCEAN,5.082959641255606,2.1760089686098656,0.21041023378914867
45.0,1686.0,4.73,201000.0,INLAND,5.922570016474465,2.7775947281713345,0.1721835883171071
20.0,2088.0,3.3021,152700.0,NEAR BAY,5.0,2.697674418604651,0.2054263565891473
16.0,721.0,2.8043,87500.0,NEAR BAY,5.158227848101266,1.521097046413502,0.1918200408997955
34.0,674.0,2.515,110800.0,INLAND,5.319148936170213,2.3900709219858154,0.22466666666666665
52.0,788.0,2.8214,164300.0,NEAR BAY,4.794797687861272,2.277456647398844,0.2212176009644364
14.0,1509.0,3.4138,126700.0,INLAND,6.01203007518797,2.269172932330827,0.17783891945972988
37.0,663.0,1.6635,67000.0,INLAND,4.990196078431373,3.25,0.20923379174852652
28.0,366.0,2.9853,187500.0,<1H OCEAN,3.242857142857143,2.6142857142857143,0.3237885462555066
38.0,1537.0,2.3147,192500.0,NEAR OCEAN,3.2213225371120107,2.0742240215924426,0.31336405529953915
30.0,707.0,2.892,220800.0,NEAR BAY,5.701357466063349,3.1990950226244346,0.21904761904761905
35.0,857.0,3.6917,197500.0,<1H OCEAN,6.047808764940239,3.414342629482072,0.18379446640316205
41.0,794.0,5.956,366100.0,NEAR BAY,6.851063829787234,2.1117021276595747,0.15760869565217392
34.0,941.0,2.875,117600.0,INLAND,10.046321525885558,2.5640326975476837,0.2050447518307567
36.0,562.0,2.5893,108500.0,INLAND,5.356807511737089,2.6384976525821595,0.20508326029798424
34.0,776.0,5.2971,442100.0,NEAR BAY,6.386430678466077,2.2890855457227137,0.16397228637413394
18.0,1973.0,3.8162,235000.0,NEAR OCEAN,5.2247557003257326,3.2133550488599347,0.2004364089775561
24.0,3418.0,4.6649,237800.0,<1H OCEAN,5.631703470031546,2.695583596214511,0.1862484245903935
14.0,342.0,3.0921,87500.0,INLAND,16.67153284671533,2.4963503649635035,0.2723292469352014
13.0,1412.0,3.212,147600.0,NEAR OCEAN,5.660194174757281,2.284789644012945,0.1895368782161235
13.0,1590.0,7.316,285400.0,<1H OCEAN,6.694096601073345,2.8443649373881934,0.14831640833778728
6.0,1695.0,3.7609,222300.0,<1H OCEAN,4.446478873239436,2.387323943661972,0.22838137472283815
17.0,730.0,2.3895,87500.0,INLAND,5.173202614379085,2.3856209150326797,0.20909665192672142
40.0,521.0,5.5255,242700.0,<1H OCEAN,5.0162162162162165,2.8162162162162163,0.20150862068965517
52.0,990.0,1.1122,187500.0,<1H OCEAN,2.6440677966101696,2.7966101694915255,0.48504273504273504
17.0,2557.0,6.3892,480800.0,NEAR OCEAN,6.438953488372093,2.477713178294574,0.15560571858540256
52.0,735.0,3.7404,247700.0,<1H OCEAN,5.807531380753138,3.075313807531381,0.1952449567723343
35.0,735.0,8.3841,472200.0,<1H OCEAN,6.71689497716895,3.356164383561644,0.14276002719238612
14.0,2916.0,4.7019,191100.0,<1H OCEAN,6.466409266409267,2.2517374517374518,0.1680200620969668
16.0,3388.0,3.6417,119000.0,INLAND,5.760820045558087,3.85876993166287,0.1907868722815342
28.0,521.0,2.9208,98500.0,INLAND,5.415094339622642,2.457547169811321,0.2029616724738676
26.0,1121.0,2.9891,205200.0,<1H OCEAN,4.651394422310757,2.233067729083665,0.2158458244111349
16.0,271.0,4.0,87500.0,INLAND,14.802197802197803,2.978021978021978,0.24276169265033407
32.0,1655.0,2.5574,72600.0,INLAND,5.830927835051546,3.4123711340206184,0.1966053748231966
42.0,1684.0,2.355,75600.0,INLAND,4.620352250489237,3.295499021526419,0.216857263871241
22.0,1660.0,5.6642,237000.0,NEAR BAY,6.940944881889764,3.267716535433071,0.14463981849120816
52.0,1025.0,1.2962,110200.0,INLAND,3.659090909090909,2.3295454545454546,0.2981366459627329
31.0,1411.0,3.1885,219000.0,<1H OCEAN,4.278947368421052,1.856578947368421,0.2564575645756458
52.0,1628.0,2.6083,193800.0,NEAR BAY,3.74618320610687,3.1068702290076335,0.28782475802343355
27.0,2899.0,3.6336,235200.0,INLAND,5.319630872483222,2.432046979865772,0.20328023970982495
45.0,916.0,3.2425,138800.0,<1H OCEAN,4.678474114441417,2.4959128065395095,0.22655794991263833
49.0,1110.0,3.6719,229800.0,NEAR BAY,4.934959349593496,2.2560975609756095,0.21622734761120263
28.0,1041.0,3.7125,116800.0,INLAND,6.77906976744186,3.0261627906976742,0.16938250428816468
35.0,2112.0,4.9968,295000.0,INLAND,6.1562115621156215,2.5977859778597785,0.16943056943056944
43.0,1531.0,2.1513,145000.0,NEAR OCEAN,4.407166123778501,2.493485342019544,0.24648928307464893
26.0,1165.0,7.3522,363800.0,<1H OCEAN,6.516539440203562,2.964376590330789,0.15150331901600936
40.0,719.0,3.3682,235200.0,<1H OCEAN,6.045901639344263,2.357377049180328,0.1843817787418655
41.0,323.0,1.9531,45000.0,INLAND,3.826530612244898,3.295918367346939,0.288
9.0,530.0,5.0731,185100.0,<1H OCEAN,5.071698113207547,2.0,0.20758928571428573
33.0,1263.0,4.5568,175300.0,NEAR OCEAN,6.1370786516853935,2.838202247191011,0.1669718051995606
28.0,663.0,3.567,85500.0,INLAND,6.074468085106383,2.351063829787234,0.17629889083479275
35.0,1218.0,4.1312,193800.0,<1H OCEAN,5.882352941176471,2.985294117647059,0.16583333333333333
47.0,1097.0,2.6384,162900.0,<1H OCEAN,3.736156351791531,3.57328990228013,0.25893635571054924
32.0,1452.0,2.6623,120700.0,INLAND,5.116083916083916,2.0307692307692307,0.21787862219792237
32.0,672.0,4.875,311700.0,<1H OCEAN,5.031578947368421,2.357894736842105,0.20641562064156208
21.0,1142.0,5.6091,356800.0,<1H OCEAN,5.6997885835095135,2.4143763213530653,0.2032640949554896
35.0,1033.0,4.5739,190500.0,<1H OCEAN,6.01010101010101,3.478114478114478,0.16134453781512606
29.0,2030.0,2.5432,180900.0,<1H OCEAN,3.413572343149808,2.5992317541613317,0.31807951987997
9.0,806.0,2.525,157200.0,INLAND,5.839869281045751,2.633986928104575,0.19418019026301064
52.0,883.0,4.2813,270800.0,NEAR OCEAN,6.8578947368421055,2.3236842105263156,0.1634689178818112
44.0,1382.0,2.537,175000.0,NEAR BAY,3.5610098176718092,1.9382889200561009,0.29736116581331234
14.0,1974.0,2.8061,180300.0,<1H OCEAN,4.8798076923076925,1.5817307692307692,0.21970443349753693
31.0,2397.0,2.871,184400.0,<1H OCEAN,3.552677029360967,4.139896373056994,0.2921730675741371
37.0,583.0,5.7422,330700.0,<1H OCEAN,5.836448598130841,2.7242990654205608,0.1745396317053643
36.0,1476.0,3.9549,192100.0,<1H OCEAN,4.237894736842105,3.1073684210526316,0.21609538002980627
30.0,137.0,4.975,311100.0,NEAR BAY,8.28,2.74,0.13043478260869565
